Erdos728FactorialDivisibility	SKIP
ShannonChannelCodingBECOQ02	FAIL
ShannonChannelCodingBECOQ04	FAIL
ShannonChannelCodingOQ01	FAIL
ShannonChannelCodingOQ01OQ01	FAIL
ShannonChannelCodingOQ02	FAIL
ShannonChannelCodingOQ02OQ01	FAIL
ShannonChannelCodingOQ02OQ01Aristotle	FAIL
ShannonChannelCodingOQ02OQ02	PASS
ShannonChannelCodingOQ02OQ03	FAIL
ShannonChannelCodingOQ02OQ04	FAIL
ShannonChannelCodingOQ03	FAIL
ShannonChannelCodingOQ03Aristotle	FAIL
ShannonChannelCodingOQ04	PASS
ShannonChannelCodingOQ04OQ01	FAIL
ShannonChannelCodingOQ04OQ01OQ01	FAIL
ShannonEntropy	PASS
ShannonEntropyAristotle	FAIL
ShannonEntropyOQ01	FAIL
ShannonEntropyOQ01Aristotle	PASS
ShannonEntropyOQ01OQ01	FAIL
ShannonEntropyOQ02	FAIL
ShannonEntropyOQ04	PASS
ShannonEntropySSA	PASS
ShannonEntropySSAAristotle	PASS
ShannonEntropySSAEq	PASS
ShannonSourceCoding	PASS
ShannonSourceCodingOQ01	FAIL
ShannonSourceCodingOQ01OQ03	PASS
ShannonSourceCodingOQ02	FAIL
ShannonSourceCodingOQ03	FAIL
ShannonSourceCodingOQ04	PASS
ShannonSourceCodingOQ04Aristotle	PASS
ShannonSourceCodingOQ04Incomplete01	PASS
ShannonSourceCodingOQ06	PASS
ShannonSourceCodingWIP01	PASS
ShannonSourceCodingWIP01OQ01	PASS
ShannonSourceCodingWIP01OQ02	PASS
ShapleyFolkman	FAIL
ShapleyFolkmanAristotle	FAIL
ShapleyFolkmanOQ01	FAIL
ShapleyFolkmanOQ03	FAIL
ShapleyFolkmanOQ04	FAIL
SimsonLineTheorem	PASS
SimsonLineTheoremOQ01	PASS
SimsonLineTheoremOQ01OQ01	PASS
SkolemNoetherCSA	PASS
SkolemNoetherMatrixAut	FAIL
SkolemNoetherMatrixAutAristotle	FAIL
SolutionOfCubic	PASS
SolutionOfCubicOQ01	PASS
SolutionOfCubicOQ01OQ01	PASS
SolutionOfCubicOQ01OQ01OQ02	PASS
SolutionOfCubicOQ01OQ02	PASS
SolutionOfCubicOQ01OQ03	PASS
SolutionOfCubicOQ01OQ04	PASS
SolutionOfCubicOQ03	PASS
SolutionOfCubicOQ03OQ01	FAIL
SolutionOfCubicOQ03OQ01OQ04	PASS
SolutionOfCubicOQ03OQ02	FAIL
SolutionOfCubicOQ03OQ03	FAIL
SolutionOfCubicOQ03OQ03OQ02	PASS
SolutionOfCubicOQ03OQ04	PASS
SolutionOfCubicOQ03OQ05	FAIL
SolutionOfCubicOQ04	PASS
SolutionOfCubicOQ05	FAIL
SophieGermain	FAIL
SophieGermainOQ01	FAIL
SophieGermainOQ0103	PASS
SophieGermainOQ01OQ02	PASS
SophieGermainOQ02	FAIL
SophieGermainOQ03	PASS
SophieGermainOQ04	PASS
SpectralTraceDetEigenvaluesOQ01	PASS
SpectralTraceDetEigenvaluesOQ01OQ01	FAIL
SpectralTraceDetEigenvaluesOQ01OQ01OQ02	PASS
SpectralTraceDetEigenvaluesOQ01OQ01OQ02OQ01	PASS
SpectralTraceDetEigenvaluesOQ01OQ01OQ02OQ02	FAIL
SpectralTraceDetEigenvaluesOQ02	FAIL
SpectralTraceDetEigenvaluesOQ02OQ01	PASS
SpernerDoorCountingParity	PASS
SpernerFreudenthal	FAIL
SpernerFreudenthalAristotle	PASS
SpernerFreudenthalSimplex	FAIL
SpernerGrid	FAIL
SpernerGridAristotle	FAIL
SpernerGridBase	FAIL
SpernerGridCell	FAIL
SpernerMathlib	FAIL
SpernerMathlib4	FAIL
SpernerMathlib4OQ03	FAIL
SpernerMathlibHyper	FAIL
SpernerMathlibOQ02	FAIL
SpernerMathlibOQ03	FAIL
SpernerNDim	FAIL
SpernerNDimMathlib	FAIL
SpernerNDimMathlibOQ01	FAIL
SpernerNDimMathlibOQ01OQ04	FAIL
SpernerNDimMathlibOQ02	FAIL
SpernerNDimMathlibOQ03	PASS
SpernerNDimOQ01	FAIL
SpernerNDimOQ01OQ01	PASS
SpernerNDimOQ02	FAIL
SpernerNDimOQ02Cell	FAIL
SpernerNDimOQ02Obstruction	FAIL
SpernerNDimOQ03	FAIL
SpernerNDimOQ03OQ01	FAIL
SpernerNDimOQ04	FAIL
SpernerNDimOQ06	FAIL
SpernerSimplicialBridge	FAIL
SpernerSimplicialBridgeOQ01	FAIL
SpernerSimplicialBridgeOQ02	FAIL
SpernerSimplicialBridgeOQ03	FAIL
SpernerSimplicialInstance	FAIL
SpernerSimplicialInstanceOQ01	FAIL
SpernerSimplicialInstanceOQ03	FAIL
SpernerSimplicialInstanceOQ03Tower	FAIL
SpernerSimplicialInstanceOQ04	FAIL
SpernerSimplicialInstanceOQ05	FAIL
SpernerSimplicialInstanceOQ05Scarf1d	FAIL
SpernerTuckerAntipodalMatchingSeed	FAIL
SpernerTuckerAntipodalParity	PASS
SpernerTuckerAntipodalParityEngine	FAIL
SpernerTuckerAntipodalSymmetry	PASS
SpernerTuckerBorsukUlamOneDim	PASS
SpernerTuckerBoundaryParity	PASS
SpernerTuckerCrossPolytopeBoundary	FAIL
SpernerTuckerCrossPolytopeConnected	FAIL
SpernerTuckerCrossPolytopeEdgeCount	FAIL
SpernerTuckerCrossPolytopeEquator	FAIL
SpernerTuckerCrossPolytopeEquatorAut	FAIL
SpernerTuckerCrossPolytopeHemisphere	FAIL
SpernerTuckerCrossPolytopeHemisphereIso	FAIL
SpernerTuckerCrossPolytopeLabelling	FAIL
SpernerTuckerDirectedAntipodalNoGo	PASS
SpernerTuckerDirectedBoundarySymmetry	PASS
SpernerTuckerDirectedIncidenceFlow	PASS
SpernerTuckerDirectedInteriorSource	PASS
SpernerTuckerDirectedLocalBoundaryBalance	PASS
SpernerTuckerDoorGraph	FAIL
SpernerTuckerDoorGraphTower	FAIL
SpernerTuckerDoorIncidenceParity	PASS
SpernerTuckerDoorInteriorBoundarySplit	PASS
SpernerTuckerDoorLemma	PASS
SpernerTuckerEndpointTransport	FAIL
SpernerTuckerEquatorMatchingGraph	FAIL
SpernerTuckerFixedPointParity	PASS
SpernerTuckerHemisphere	PASS
SpernerTuckerHexagon	PASS
SpernerTuckerHexagonComplementaryEdge	PASS
SpernerTuckerHexagonDirectedEngine	FAIL
SpernerTuckerHexagonDirectedFlow	PASS
SpernerTuckerHexagonDirectedInteriorSeed	PASS
SpernerTuckerHexagonDirectedSignDoor	PASS
SpernerTuckerHexagonDoorObstruction	PASS
SpernerTuckerHexagonFullDoorGraph	PASS
SpernerTuckerHexagonInteriorSeedWitnessGap	PASS
SpernerTuckerHexagonPseudomanifold	FAIL
SpernerTuckerHexagonSignDegree	PASS
SpernerTuckerHexagonSignFlipCycles	PASS
SpernerTuckerInductiveTower	PASS
SpernerTuckerOneDim	PASS
SpernerTuckerPathFollowing	PASS
SpernerTuckerSignDegreeOneDim	PASS
SpernerTuckerSimplexBoundaryDoorGraph	FAIL
SpernerTuckerSimplexBoundaryPseudomanifold	FAIL
SpernerTuckerSimplexFacetPair	FAIL
SpernerTuckerTriforceDirectedFlow	PASS
SphericalExcessGirard	PASS
SphericalLawOfCosines	PASS
SphericalLawOfCosinesOQ03	PASS
SphericalLawOfCosinesOQ03Bidual	PASS
SphericalLawOfCosinesOQ03OQ01	PASS
SphericalLawOfCosinesOQ03Primal	PASS
SphericalLawOfCosinesOQ04	PASS
SphericalLawOfCosinesOQ05	PASS
SphericalLawOfSines	PASS
SphericalLawOfSinesOQ01	PASS
SphericalLawOfSinesOQ02	PASS
SphericalLawOfSinesOQ03	PASS
Sqrt2	PASS
Sqrt2FromAxiomsOQ01	PASS
Sqrt2FromAxiomsOQ02	PASS
Sqrt2Irrational	FAIL
Sqrt2IrrationalFromAxioms	PASS
Sqrt2IrrationalOQ02	PASS
Sqrt2IrrationalOQ03	PASS
Sqrt2Minpoly	PASS
Sqrt2MinpolyOQ01	FAIL
Sqrt2MinpolyOQ01OQ02	FAIL
Sqrt2MinpolyOQ01OQ02Composite	PASS
Sqrt2MinpolyOQ01OQ02OQ01	PASS
Sqrt2MinpolyOQ01OQ02PrimePow	PASS
Sqrt2MinpolyOQ02	PASS
Sqrt2MinpolyOQ03	PASS
Sqrt2OQ01	FAIL
Sqrt2OQ01OQ01	PASS
Sqrt2OQ01OQ03	PASS
Sqrt2PlusSqrt3Irrational	FAIL
Sqrt2PlusSqrt3IrrationalOQ02	PASS
Sqrt2PlusSqrt3IrrationalOQ02Relative	PASS
Sqrt2PlusSqrt3IrrationalOQ03	PASS
Sqrt2PlusSqrt3IrrationalOQ03Aristotle	PASS
Sqrt2PlusSqrt3PlusSqrt5IrrationalOQ01	FAIL
Sqrt2PlusSqrt3PlusSqrt5IrrationalOQ02	FAIL
Sqrt2PlusSqrt3PlusSqrt5IrrationalOQ03	PASS
Sqrt2PlusSqrt3PlusSqrt5IrrationalOQ04	PASS
Sqrt2PlusSqrt3PlusSqrt5PlusSqrt7IrrationalOQ01	PASS
Sqrt2Sqrt3Sqrt5MultiquadraticOQ04	PASS
Sqrt2Sqrt3Sqrt5MultiquadraticOQ04OQ01	PASS
StarsAndBarsLastPartRecurrenceOQ01OQ01	PASS
StarsAndBarsWeakCompositions	PASS
StarsAndBarsWeakCompositionsOQ01	PASS
StarsAndBarsWeakCompositionsOQ01OQ01	PASS
StarsAndBarsWeakCompositionsOQ01OQ02	PASS
StarsAndBarsWeakCompositionsOQ01OQ03	PASS
StarsAndBarsWeakCompositionsOQ02	PASS
StarsAndBarsWeakCompositionsOQ02OQ02	PASS
StarsAndBarsWeakCompositionsOQ03	PASS
StarsAndBarsWeakCompositionsOQ04	PASS
StarsAndBarsWeakCompositionsOQ04OQ02	PASS
StarsAndBarsWeakCompositionsOQ05	PASS
StatementOnly_FeuerbachOQ02Murakami_GraceTrirectangular	PASS
StatementOnly_FourSquareDistributionOQ04_ArrangementCard	PASS
StatementOnly_GreensOQ02_FTCofLipschitz	PASS
SteinerLehmusTheoremOQ01	PASS
SternBrocotTreeOQ01	PASS
SternBrocotTreeOQ01OQ01	PASS
SternBrocotTreeOQ01OQ01OQ02	PASS
StirlingExpansion	FAIL
StirlingExpansionAristotle	FAIL
StirlingFirstKindOQ01	PASS
StirlingFirstKindOQ01OQ01	PASS
StirlingFirstKindOQ01OQ01OQ01	PASS
StirlingFirstKindOQ01OQ02	PASS
StirlingFirstKindOQ02	PASS
StirlingFirstKindOQ02OQ01	PASS
StirlingFirstKindOQ02OQ02	PASS
StirlingFormula	FAIL
StirlingFormulaOQ01OQ01	PASS
StirlingFormulaOQ02	PASS
StirlingFormulaOQ02OQ01	FAIL
StirlingFormulaOQ03	PASS
StirlingFormulaOQ03OQ01	PASS
StirlingFormulaOQ03OQ02	PASS
StirlingFormulaOQ03OQ02OQ01	PASS
StirlingSecondKindOQ01	PASS
StirlingSecondKindOQ01OQ01	PASS
StirlingSecondKindOQ01OQ01OQ01	PASS
StirlingSecondKindOQ01OQ02	PASS
StirlingSecondKindOQ01OQ03	PASS
StrongGoldbachSymmetric	PASS
StrongGoldbachSymmetricOffset	PASS
SubsetCount	FAIL
SubsetCountMultisetOQ01	PASS
SubsetCountMultisetOQ02	PASS
SubsetCountOQ01	PASS
SubsetCountOQ02	FAIL
SubsetCountOQ02OQ01	FAIL
SubsetCountOQ02OQ02	PASS
SubsetCountOQ04	PASS
SumOfDivisors	PASS
SumOfDivisorsOQ01	PASS
SumOfDivisorsOQ01Assembly	PASS
SumOfDivisorsOQ01OQ01	PASS
SumOfDivisorsOQ01SpecialPrime	FAIL
SumOfDivisorsOQ01SquarePacking	PASS
SumOfDivisorsOQ02	PASS
SumOfDivisorsOQ03	PASS
SumOfDivisorsOQ04	PASS
SumOfDivisorsOQ04OQ01	PASS
SumOfDivisorsOQ05	PASS
SumOfDivisorsOQ06	PASS
SumOfDivisorsOQ06OQ01	PASS
SumOfDivisorsOQ07	PASS
SumOfKthPowers	FAIL
SumOfKthPowersOQ01	PASS
SumOfKthPowersOQ02	PASS
SumOfKthPowersOQ03	FAIL
SumOfKthPowersOQ04	FAIL
SumOfKthPowersOQ04Aristotle	PASS
SumOfKthPowersOQ05	FAIL
SumOfKthPowersOQ05OQ01	FAIL
SumOfKthPowersOQ05OQ01OQ01	FAIL
SumOfOddsStatementOnly	FAIL
SummationByPartsOQ01	PASS
SummationByPartsOQ01OQ01	PASS
SummationByPartsOQ01OQ01OQ01	PASS
SummationByPartsOQ01OQ01OQ01OQ02	PASS
SummationByPartsOQ01OQ01OQ01OQ02OQ01	PASS
SummationByPartsOQ01OQ01OQ01OQ02OQ02	PASS
SummationByPartsOQ01OQ01OQ01OQ02OQ02OQ01	PASS
SummationByPartsOQ01OQ02	PASS
SummationByPartsOQ01OQ02OQ01	PASS
SylowTheorem	FAIL
SylowTheoremOQ01	FAIL
SylowTheoremOQ01OQ02	PASS
SylowTheoremOQ01OQ02OQ01	PASS
SylowTheoremOQ02	FAIL
SylowTheoremOQ02OQ01Nilpotent	FAIL
SylowTheoremOQ02OQ01OQ01	PASS
SylowTheoremOQ02OQ02	PASS
SylowTheoremOQ02Orbit	FAIL
SylowTheoremOQ03	FAIL
SylowTheoremOQ03B	FAIL
SylowTheoremOQ03OQ02	PASS
SylowTheoremOQ04	FAIL
SylowTheoremOQ04OQ03	FAIL
SylowTheoremOQ05	FAIL
SylowTheoremSchurZassenhausOQ03	PASS
SylowTheoremsOQ05	FAIL
SylvesterGallaiOQ01	PASS
SylvesterSequenceOQ01	PASS
SylvesterSequenceOQ01OQ01	PASS
SylvesterSequenceOQ01OQ02	PASS
SylvesterSequenceOQ01OQ03	FAIL
SylvesterSequenceOQ02	PASS
SylvesterSequenceOQ02OQ01	PASS
SylvesterSequenceOQ03	PASS
SynthesisCurvaturePtolemy	FAIL
SynthesisCurvaturePtolemyOQ01	FAIL
SynthesisCurvaturePtolemyOQ02	FAIL
SynthesisCurvaturePtolemyOQ03	PASS
SzemerediCore	PASS
SzemerediCoreOQ01	FAIL
SzemerediCoreOQ01Aristotle	FAIL
SzemerediCoreOQ03	PASS
SzemerediCoreOQ04	PASS
SzemerediCounting	FAIL
SzemerediCountingOQ01	PASS
SzemerediCountingOQ01OQ01	PASS
SzemerediCountingOQ02	PASS
SzemerediFullOQ02	PASS
SzemerediHypergraphCore	FAIL
SzemerediHypergraphCoreOQ01	PASS
SzemerediHypergraphCoreOQ02	PASS
SzemerediHypergraphGowers	FAIL
SzemerediRegularity	FAIL
SzemerediRegularityOQ01	FAIL
SzemerediRegularityOQ01Trivial	FAIL
SzemerediRegularityOQ02	FAIL
SzemerediRegularityOQ02OQ02	FAIL
SzemerediRegularityOQ03	FAIL
SzemerediRegularityOQ04	FAIL
SzemerediRegularityOQ04Assembly	FAIL
SzemerediRegularityOQ04Bridge	FAIL
SzemerediRegularityOQ04Energy	FAIL
SzemerediRegularityOQ04Fresh	PASS
SzemerediRegularityOQ04Product	FAIL
SzemerediRegularityOQ04Witness	FAIL
SzemerediTheorem	PASS
SzemerediTheoremOQ01	PASS
TangentAdditionFormula	PASS
TangentAdditionFormulaOQ01	PASS
TangentAdditionFormulaOQ01OQ01	PASS
TaxicabNumberOQ01	FAIL
TaylorSinCosConvergence	PASS
TaylorSinCosConvergenceOQ01	PASS
TaylorSinCosConvergenceOQ02	FAIL
TaylorSinCosConvergenceOQ02Aristotle	PASS
TaylorSinCosConvergenceOQ03	PASS
TaylorSinCosConvergenceOQ03Aristotle	FAIL
TaylorSinCosConvergenceOQ03Incomplete01	PASS
TaylorSinCosConvergenceOQ04	FAIL
TaylorTheorem	FAIL
TaylorTheoremOQ01	FAIL
TaylorTheoremOQ02	FAIL
TaylorTheoremOQ03	FAIL
TaylorTheoremOQ03OQ01	FAIL
TaylorTheoremOQ03OQ02	FAIL
TaylorTheoremOQ04	PASS
TelescopingProductOQ01	PASS
TestAdmissible50	PASS
TestApi1056	FAIL
TestApi1059	FAIL
TestApi1061	FAIL
TestApi1061b	FAIL
TestApi1141	FAIL
TestApi1142	PASS
TestApi1144	PASS
TestApi1146	PASS
TestApi1148	FAIL
TestApi1159	PASS
TestApi1159b	FAIL
TestApi1159c	FAIL
TestApi196	PASS
TestApi203	FAIL
TestApi234	FAIL
TestApi241	FAIL
TestApi249	FAIL
TestApi288	PASS
TestApi301	FAIL
TestApi312	FAIL
TestApi321	FAIL
TestApi342	FAIL
TestApi361	FAIL
TestApi385	FAIL
TestApi386	PASS
TestApi390	PASS
TestApi417	FAIL
TestApi423	FAIL
TestApi428	PASS
TestApi457	FAIL
TestApi472	FAIL
TestApi483	PASS
TestApi513	FAIL
TestApi538	PASS
TestApi635	FAIL
TestApi654	FAIL
TestApi688	FAIL
TestApi689	FAIL
TestApi693	FAIL
TestApi783	FAIL
TestApi826	FAIL
TestApi828	PASS
TestApi831	PASS
TestApi847	FAIL
TestApi889	FAIL
TestApi911	PASS
TestApi913	FAIL
TestApi952	PASS
TestApi959	FAIL
TestApi960	FAIL
TestApi963	FAIL
TestColumnCoverage	PASS
TestConvexHull	FAIL
TestCovByApi	FAIL
TestDenumApi	PASS
TestDerangConvApi	FAIL
TestDivApi	PASS
TestErdos1054Api2	PASS
TestErdos281	PASS
TestErdos43Api	FAIL
TestHLTension	FAIL
TestHolderApi	FAIL
TestSchauderApi	PASS
TestSphereLocEuc	FAIL
TestSquarefreeApi	PASS
TestWolstenholme	FAIL
TestZeroStrip	PASS
TestZetaNonzero	FAIL
TetrahedralNumberFormula	PASS
TetrahedralNumberFormulaOQ01	PASS
TetrahedralNumberFormulaOQ01Absorption	PASS
ThreePlaceIdentity	PASS
ThreePlaceIdentityOQ01	PASS
ThreePlaceIdentityOQ02	PASS
ThreeSquares	FAIL
ThreeSquaresDavenportCassels	PASS
ThreeSquaresGaussEureka	FAIL
ThreeSquaresRationalBridge	FAIL
ThreeSquaresRationalNecessity	FAIL
ThreeSquaresResidue3	PASS
ThreeSquaresResidue3Obstruction	PASS
ThreeSquaresSingleAP	PASS
ThreeSquaresSliceMinkowski	PASS
ThreeSquaresSquarefreeReduction	FAIL
ThreeSquaresSufficiency	FAIL
ThreeSquaresSufficiencyCorrected	FAIL
ThreeSquaresWitnessObstruction	FAIL
ThreeSubgroupsLemmaOQ01	PASS
ThreeSubgroupsLemmaOQ0101	FAIL
ThreeSubgroupsLemmaOQ01OQ01	FAIL
ThueMorse	PASS
TietzeExtensionTheoremOQ01	PASS
TietzeExtensionTheoremOQ01OQ01	PASS
TietzeExtensionTheoremOQ01OQ01OQ01	PASS
TractatusOntology	PASS
TractatusOntologyEquiv	PASS
TractatusOntologyHorn	PASS
TractatusOntologySpectrum	PASS
TractatusQuantifiers	FAIL
TriangleAngleSum	FAIL
TriangleAngleSumOQ01	PASS
TriangleAngleSumOQ02	FAIL
TriangleAngleSumOQ03	PASS
TriangleAngleSumOQ04	PASS
TriangleAngleSumOQ06	PASS
TriangleAngleSumOQ07	PASS
TriangleInequality	FAIL
TriangleInequalityOQ01	FAIL
TriangleInequalityOQ02	PASS
TriangleInequalityOQ03	PASS
TriangleInequalityOQ04	FAIL
TriangleInequalityOQ04OQ01	PASS
TriangleInequalityOQ05	PASS
TriangleInequalityOQ06	FAIL
TriangleInequalityOQ06OQ02	PASS
TriangleInequalityOQ07	PASS
TriangularNumberReciprocals	FAIL
TriangularReciprocalAlternatingOQ03	PASS
TriangularReciprocalGeneralized	FAIL
TriangularReciprocalsFigurate	FAIL
TriangularReciprocalsOQ02	PASS
TriangularReciprocalsOQ02Aristotle	PASS
TriangularReciprocalsOQ02OQ03	PASS
TriangularReciprocalsOQ02OQ04	PASS
TriangularReciprocalsOQ04	PASS
TriangularReciprocalsOQ04OQ01	FAIL
TriangularSingleEightMulAddOneSquare	PASS
TuranEdgeBound	PASS
TwinPrimes	PASS
TwinPrimesSpecialOQ01	FAIL
TwinPrimesSpecialOQ02	PASS
TwoTrianglesTwoSquares	PASS
UniformBellMultinomialOQ01	PASS
UniformBellMultinomialOQ01OQ01	PASS
UnitDistanceHN7	PASS
UnitDistanceHN7Aristotle	PASS
UnitDistanceIndependence	FAIL
UnitDistanceIndependenceOQ01	PASS
UnitDistanceIndependenceOQ04	FAIL
UnitDistanceIndependenceOQ04Embed	FAIL
UrysohnsLemmaOQ01	PASS
UrysohnsLemmaOQ01OQ01	PASS
UrysohnsLemmaOQ01OQ01OQ01	FAIL
UrysohnsLemmaOQ01OQ01OQ01OQ01	FAIL
UrysohnsLemmaOQ01OQ01OQ02	FAIL
UrysohnsLemmaOQ01OQ01OQ02OQ01	FAIL
UrysohnsLemmaOQ01OQ01OQ02OQ02	FAIL
UrysohnsLemmaOQ01OQ02	PASS
VanAubelTheoremOQ01	PASS
VanAubelTheoremOQ01OQ01	PASS
VanDerWaerdenFirstMoment	PASS
VanDerWaerdenFirstMomentOQ01	PASS
VanDerWaerdenFirstMomentOQ01OQ01	PASS
VanDerWaerdenFirstMomentOQ02	PASS
VandermondeConvolutionOQ06	PASS
VandermondeInterpolationOQ01	PASS
VandermondeInterpolationOQ01OQ01	PASS
VandermondeInterpolationOQ01OQ02	FAIL
VandermondeInterpolationOQ01OQ02OQ01	FAIL
VarignonSignedArea	PASS
VarignonTheorem	PASS
VarignonTheoremOQ01OQ01	PASS
VietaGeneralOQ030505OQ01	PASS
VietasFormulas	PASS
VietasFormulasOQ01	PASS
VietasFormulasOQ02	FAIL
VietasFormulasOQ03	PASS
VietasFormulasOQ0303	PASS
VietasFormulasOQ03OQ01	FAIL
VietasFormulasOQ03OQ05	PASS
VietasFormulasOQ04	PASS
VietasFormulasOQ04OQ01	PASS
VietasFormulasOQ05	PASS
VivianiTheorem	PASS
VivianiTheoremOQ01OQ01	PASS
VivianiTheoremOQ01OQ01OQ01	PASS
VivianiTheoremOQ01OQ01OQ02	PASS
VivianiTheoremOQ01OQ02	PASS
WaringGgLowerBoundsOQ02	FAIL
WeakGoldbach	PASS
WeierstrassApproximationTheoremOQ01	PASS
WeitzenbockInequalityOQ01	PASS
WeitzenbockInequalityOQ01OQ01	PASS
WilsonsClementTwinPrimeOQ0103	PASS
WilsonsTheorem	PASS
WilsonsTheoremOQ01	FAIL
WilsonsTheoremOQ01OQ01	PASS
WilsonsTheoremOQ02	FAIL
WilsonsTheoremOQ02Ext	FAIL
WilsonsTheoremOQ02ExtOQ01	FAIL
WilsonsTheoremOQ02ExtOQ02	FAIL
WilsonsTheoremOQ02ExtOQ03	PASS
WilsonsTheoremOQ02OQ02	PASS
WilsonsTheoremOQ03	PASS
WilsonsTheoremOQ03OQ01	PASS
WilsonsTheoremOQ03OQ02	PASS
WilsonsTheoremOQ03OQ03	PASS
WilsonsTheoremOQ04	FAIL
WilsonsTheoremOQ04OQ02	PASS
WilsonsTheoremOQ04OQ02OQ01	PASS
WilsonsTheoremOQ05	PASS
WilsonsTheoremOQ05OQ01	PASS
WilsonsTheoremOQ05OQ01OQ01	PASS
WilsonsTheoremOQ05OQ01OQ01OQ01	PASS
WilsonsTheoremOQ05OQ01OQ01OQ01OQ01	PASS
WilsonsTheoremOQ05OQ01OQ02	PASS
WilsonsTheoremOQ06	PASS
WilsonsTheoremOQ07	FAIL
WilsonsTheoremOQ08	PASS
WolstenholmePrimeMod4	PASS
WolstenholmeTheorem	PASS
WolstenholmeTheoremOQ01	FAIL
WolstenholmeTheoremOQ02	PASS
WolstenholmeTheoremOQ02OQ02	FAIL
WolstenholmeTheoremOQ03	FAIL
YangMills2DOQ01	FAIL
YangMills2DOQ02	FAIL
YangMillsLatticeOQ01	PASS
YangMillsMassGap	FAIL
YangMillsTransferMatrixOQ01	PASS
ZeckendorfRepresentationOQ01	PASS
ZetaFiveIrrationality	PASS
ZetaRegularization	PASS
ZsqrtdNegTwo	FAIL
ZsqrtdNegTwoOQ01	FAIL
ZsqrtdNegTwoOQ02	PASS
ZsqrtdNegTwoOQ03	FAIL
ZsqrtdNegTwoOQ03OQ01	FAIL
ZsqrtdNegTwoOQ03OQ06	FAIL
eTranscendental	FAIL
